LABEL,TEXT
barely-true,$65 million from ABC privatization will not pay for even an overpass in Tysons Corner.
FALSE,This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.
FALSE,Says Republican candidates in Oregon are advocating violence against gays.
mostly-true,"We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis."
TRUE,The debt will soon eclipse our entire economy.
barely-true,Dave Aronbergs career legal experience is less than two years as Asst. AG/private attorney.
mostly-true,Says theres a 100-year-old international norm not to use chemical weapons.
FALSE,Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.
FALSE,On signing a no-tax pledge
FALSE,Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.
half-true,On opposing citizenship for illegal immigrants
half-true,Georgia is one of the 10 most tax-friendly states for retirees.
FALSE,Says al Qaeda has camps with the drug cartels in Mexico.
FALSE,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets."
TRUE,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?"
barely-true,"Members of Congress passed a pay raise for themselves of $10,000 over two years even as they voted not to raise Social Security benefits for 2010 and 2011."
FALSE,Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.
half-true,Says Kelly Ayotte voted to fix background checks.
mostly-true,Says the Texas unemployment rate has even grown more than the nations as a whole.
FALSE,"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates."
FALSE,"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV."
mostly-true,"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money."
half-true,"If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years."
FALSE,On sharing power with Republicans
barely-true,Women (are) paid 77 cents on the dollar for doing the same work as men.
TRUE,Says Georgia ranks near the bottom in per capita transportation spending.
FALSE,Says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit.
FALSE,"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives."""
half-true,Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.
half-true,"If every house in Florida had a solar-heated water tank, that would eliminate consumption by 17 percent."
mostly-true,"The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world."
FALSE,"Shows in a television ad that police took evidence fromSolantic, Rick Scotts new health care company, after allegations emerged that the company was engaging in fraud."
barely-true,"Mexican government officials hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country."
FALSE,Says Gov. Rick Perry failed to involve border sheriffs in developing plans to prevent violence in their communities.
TRUE,"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women."
pants-fire,Says Rep. Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings.
TRUE,Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.
half-true,"By fiscal year 2013, the state is expected to wipe through [HOPE scholarship] reserve funds."
barely-true,"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales."
mostly-true,"Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage."
half-true,Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.
half-true,Sharron Angle wants to wipe out Social Security.
barely-true,"For the first time in history, (Thors) hammer is being held by a woman."
mostly-true,Three or four countries out of roughly 60 in the anti-ISIS coalition are providing military force.
mostly-true,"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero."
barely-true,"From 2000 to 2008, we averaged about five mass shootings a year. Were now averaging 15. So thats a three-fold increase."
barely-true,Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money.
barely-true,"Residents could have received nearly $48M for Local Schools, Fire District, Sheriffs Dept. and Social Services."
